1928	234	7139
12212	122	12340
9746	129	3950
5207	153	2838
2339	118	14145
6143	217	265
8343	75	1831
12623	75	11393
13926	39	7786
10679	225	11110
1678	215	8677
5241	217	14277
5211	185	9180
2637	134	2527
843	26	8834
11939	85	5482
1043	225	2129
2559	194	3809
4749	161	2594
907	225	12349
6538	225	1614
6862	113	1311
6766	202	8630
13583	97	5379
9880	116	12668
1129	223	12295
2162	236	1009
2006	71	2628
10792	84	5776
3403	21	12346
2199	148	2199
7062	71	4668
12114	202	4336
6105	236	13784
10967	217	212
3103	46	10140
1072	219	11287
5702	217	1067
2053	71	637
9011	165	7685
4181	96	2419
11830	75	10595
14019	71	8253
3049	202	6231
13062	217	13265
11725	42	12863
6224	52	12398
11221	217	13733
14075	41	13389
2559	194	11341
8442	201	10595
7685	202	4267
7406	87	5110
10431	217	3217
5242	225	5352
4802	171	3579
2550	75	7475
2372	219	13674
3493	202	5760
1873	113	10095
10556	158	5622
9814	217	10928
3503	110	1526
8013	134	8980
12046	215	13899
13264	36	5644
1840	215	14026
14506	159	4732
3282	85	4867
1759	13	2818
4555	215	1481
3112	225	1013
8441	202	2503
12384	217	8049
3989	87	9064
8104	138	8523
9573	158	9163
9483	39	1463
5259	93	3756
8473	115	6828
3007	158	1004
10595	0	7192
3887	148	3887
12898	166	7155
13638	91	9820
1037	14	3191
13722	215	8325
5930	201	12863
8437	202	4108
2041	12	12234
14204	202	13478
6804	225	7355
6310	52	9303
3338	68	4231
3073	71	7949
5538	93	6281
9704	120	846
3587	93	7036
2093	169	13100
5850	75	1829
1157	110	8951
4259	37	3447
8313	142	132
12025	39	3147
14492	115	6234
3196	165	2320
200	106	7552
4986	116	12668
2288	219	2216
4756	27	11968
4273	26	2468
3133	81	6686
7517	75	2594
8421	75	159
6939	217	2025
5421	202	6963
2210	37	3447
13817	202	3214
8953	73	1064
8238	21	12346
7775	83	3861
315	201	12863
1575	185	10768
4529	93	9069
3163	180	2995
13785	87	7433
9762	234	11010
8721	62	5577
865	64	13047
6302	75	12212
6395	52	9303
2874	234	1538
746	188	2308
1194	234	7213
2417	71	1291
12422	85	5693
3723	42	10595
9200	112	4922
953	52	9303
2640	158	3648
12106	37	3447
4333	78	1332
985	141	754
12064	202	4050
13249	202	11953
8744	26	3763
6956	225	9457
2967	150	2065
6651	41	5743
10224	22	4099
14019	71	4575
13595	225	7822
8808	205	3917
5898	234	8036
10780	213	12444
1287	7	3434
11290	38	14445
12748	83	3258
6092	195	14425
12123	120	846
5612	42	10595
7987	215	10656
7509	120	5245
7768	85	4391
2995	186	9652
6990	205	430
10568	90	4383
3209	223	12295
14410	106	8887
7684	39	14396
11294	21	12346
11462	96	583
2668	144	7172
8406	15	13023
626	39	3147
7115	120	11250
10533	225	13077
4786	75	10595
14385	115	12531
10544	107	3905
3809	188	8972
13969	202	3418
1020	186	7300
13259	50	5176
12748	73	10657
9928	65	12192
9131	225	834
10832	79	9877
12467	201	10595
10048	52	9303
1768	14	2071
10632	195	792
12652	194	4909
11585	39	13926
7926	75	2594
11555	165	14504
8457	14	11427
1899	118	2442
31	115	12784
8557	85	12601
5985	75	6459
6274	213	243
10185	211	583
8100	41	795
583	62	10852
10771	87	170
3214	165	5421
12997	219	13596
9274	215	11125
5643	37	3447
9486	163	10660
8905	93	7023
9236	38	1158
2444	41	1375
8614	111	9429
56	217	13600
14504	158	9439
3503	234	8017
5378	26	11022
10670	30	4233
3629	217	1610
1884	26	12431
8888	31	6686
8213	165	4823
6584	150	7202
6978	71	2642
3653	26	4691
2795	85	5389
13820	217	8827
4154	169	14195
7543	217	11878
1421	217	10589
5532	158	12809
12067	112	3579
13489	143	1199
9614	107	3701
1455	113	5443
13099	112	3366
13077	202	3758
5765	113	10510
12850	29	1859
1831	14	6941
13926	39	8121
9033	42	357
6971	202	1738
10033	87	3449
6626	236	4968
13531	234	13562
9929	234	3208
8543	225	11692
3222	225	10546
13578	225	9597
5043	203	488
8597	150	14217
7111	71	13423
3615	217	13844
6969	85	13441
8953	39	13938
2288	129	12234
13544	184	9246
12278	165	1593
2744	54	10911
4260	110	5980
7216	47	7424
5786	228	12684
9043	146	12201
466	26	11458
7479	15	12012
9584	30	1528
10045	201	10595
9825	36	6634
4659	225	11879
8474	39	1494
4786	93	13707
2973	135	13126
1009	26	2159
2842	174	3606
9853	26	14121
8086	138	8523
13024	138	8523
3013	173	7166
8827	234	5447
8062	95	8512
11678	225	5548
9634	183	12459
5057	50	10162
13221	144	7006
1869	105	4780
4046	42	1768
2656	186	3880
4597	87	1767
5447	211	583
10774	187	12132
8953	73	9941
8699	203	8953
787	34	5260
1109	110	3344
11023	114	9429
13643	87	6426
8897	26	13604
14174	134	5184
1614	202	1812
323	217	3310
7351	30	9906
8511	158	4668
1793	87	9598
6995	8	11808
9043	126	10582
9837	174	4492
3652	120	9870
7321	75	12880
8880	87	14180
9157	217	6116
2404	48	7167
4672	62	4895
9931	91	9820
4123	202	2550
12882	71	6893
8663	52	12398
2556	201	10595
14444	71	482
1106	75	1354
3360	21	585
11225	165	11601
5680	202	10926
12110	166	5094
2503	75	12212
6462	93	14048
3974	38	210
6593	220	4560
6987	217	6539
5532	158	591
686	75	1268
13002	48	5012
13777	112	3366
12092	169	3699
3856	42	10595
7195	84	51
8412	87	5717
2715	158	5488
12720	211	6961
3506	188	2594
5270	41	35
5397	87	2250
11505	172	4936
8849	12	12234
13238	202	3824
2668	36	12567
13577	12	11222
7447	15	516
2996	225	13736
3711	85	12193
7338	87	2250
782	225	5907
11509	26	5008
626	83	10361
7847	146	4147
9300	202	13609
14227	215	14151
7739	71	11802
2313	41	2613
7115	202	12603
9329	12	12234
9483	73	2253
2537	93	10106
9367	234	11545
9230	116	6589
2562	202	13357
10313	194	4909
9065	229	2527
12123	120	2381
6063	171	3366
13906	112	3579
3171	20	11017
3420	158	6867
6421	32	6135
5696	52	12398
3580	26	11221
9321	130	9683
4489	151	2988
12868	64	1404
9897	28	9429
11265	225	5951
214	77	214
8929	165	3303
11934	87	5717
9254	75	357
501	21	3409
9775	120	6733
1400	207	5480
6881	26	4720
1189	195	13761
5951	202	12277
7595	188	10132
11749	112	3579
5813	185	12244
13077	158	7629
3457	71	1790
13407	225	9457
4203	211	8555
14445	165	2399
12224	41	6761
7115	202	4121
8443	225	7509
3894	186	12052
713	33	8230
9395	181	6064
9652	48	5912
14148	87	4815
8916	39	7419
6783	52	12398
8120	75	6459
12909	36	3922
913	144	223
1924	45	12863
2690	201	10595
10840	63	5589
10573	141	879
4592	202	2396
3104	147	11164
1037	85	9945
2235	111	9429
11585	203	11164
8834	217	4
10427	116	8774
3538	225	9704
1057	75	1034
12836	188	357
5494	15	7912
3746	42	1037
829	225	3119
14332	217	827
4053	234	4307
10936	87	7405
14270	39	14396
6224	215	2783
13399	115	6757
6995	8	3499
8006	113	1114
3286	217	11867
9516	110	7584
4968	217	1374
1368	236	1644
4310	54	736
3943	225	10417
2562	202	9798
7720	106	5007
689	75	10160
5606	217	1715
6437	213	11374
2547	215	13680
14137	182	9429
3996	138	8523
9567	203	5507
1178	113	11688
12621	3	12863
6155	57	9149
10903	12	12234
2380	36	2400
511	217	10888
2129	202	3021
12748	39	8501
2328	130	9832
1514	42	5157
9069	38	9839
11024	225	5641
11979	21	1669
4466	84	5217
3255	158	8756
13081	173	616
6730	153	7521
3021	165	2811
4027	225	2815
6828	110	12581
6483	21	3204
1756	85	11719
466	234	4108
14277	217	11458
650	217	8368
788	75	8230
225	225	8015
2712	165	12114
13144	49	6117
8478	75	1034
8949	147	12748
3482	150	4339
13196	75	4003
5291	236	3810
11422	39	6074
2569	40	12499
10920	200	9429
11102	48	485
8346	111	9429
3746	75	12880
1268	122	13669
12175	84	3123
8440	195	4437
2485	70	9483
12378	116	8787
12361	31	6686
8316	138	8523
8534	225	7255
3897	217	4542
933	26	2451
2045	75	4003
529	147	14396
4326	182	9429
12863	85	5237
4922	207	1139
8752	195	7765
2814	26	9516
456	217	14256
10595	0	681
871	49	11780
596	106	6235
11473	202	738
11558	201	11237
7603	165	1186
6043	158	373
5157	95	8512
7207	93	8306
2744	54	1082
8429	93	13707
9402	85	10730
12002	70	3147
7452	225	4835
8960	201	10595
10595	0	11620
692	204	13079
5284	216	1393
1705	73	2490
5927	12	3950
5060	225	3014
10245	205	7166
13236	113	4012
13745	217	390
12860	26	11689
10964	171	2121
14272	87	7405
4103	60	6151
264	233	1856
10769	188	213
14395	86	10510
14415	85	4963
11104	217	56
2845	113	7069
2485	87	6711
12984	112	3579
477	120	4356
8508	34	14476
5056	93	13707
10628	225	7822
13837	93	14048
10857	87	14180
10897	106	2863
7115	202	9443
4253	234	12698
69	21	5385
12546	158	4969
2183	52	9303
1297	87	12802
14227	217	7935
7555	71	10060
14064	87	11461
9336	215	5102
10047	57	2366
9022	225	14143
2721	106	9103
12114	202	1607
978	5	9115
2268	187	12132
4875	213	12582
10321	26	13573
1460	215	10775
1325	93	12410
7921	217	6192
9832	85	19
5891	147	2699
7389	201	10595
12863	85	1235
7056	75	1768
740	113	6694
11164	83	1246
1129	171	2121
7217	71	7853
14126	110	4479
3326	217	12504
6934	215	14183
3222	217	1884
3025	91	9820
7812	42	8557
1884	217	12633
1828	15	5360
2904	12	12234
11767	85	4930
10224	166	279
10172	202	7183
6411	87	14180
13233	51	10163
8651	219	10483
12916	39	9570
8747	64	1404
1289	108	1289
1203	120	8044
5633	202	704
4375	90	12234
11337	15	5252
5773	12	4383
3072	50	769
4497	75	14415
177	75	10806
11532	182	9429
11544	218	12863
7309	221	12755
7119	26	10655
9350	87	7405
10948	75	8031
1221	173	7166
4122	83	10998
7271	63	5023
1582	75	1529
12143	203	1293
9877	234	1100
12603	75	11492
3171	20	414
13996	115	5971
2544	120	8090
2266	75	10595
9506	203	3147
8888	217	2181
11788	171	3366
11048	217	4691
13967	215	10772
2834	135	5870
982	75	5239
2629	13	8613
10079	93	9069
11541	187	12132
12863	85	1924
488	203	3396
3511	75	10680
3910	75	12573
1098	201	12863
11492	146	12201
10641	16	8633
3071	113	11729
11803	172	10634
2505	93	9003
3587	228	12684
265	87	14180
3240	38	4231
12699	228	12684
1067	26	3217
1875	138	8523
9319	148	9319
1185	217	109
14207	173	10282
12060	75	10595
3531	106	3212
3767	138	8523
6312	78	12586
9870	236	9692
13802	116	8787
652	29	2514
6332	87	6818
1112	215	7225
506	26	10847
11164	73	6901
10424	75	7594
9096	217	10345
2051	69	4749
951	5	2531
3441	185	4294
117	87	5717
3396	51	13233
4003	38	8122
10829	195	1091
119	217	9971
945	37	3447
8326	75	11232
6986	236	2774
14264	71	823
10235	188	4546
11900	26	225
6522	37	3447
1321	234	5557
6590	70	3147
3808	26	11013
6308	158	6209
11469	134	13941
11515	37	3447
11323	76	10595
12977	71	12074
8953	39	3254
1389	15	765
10743	205	10282
7595	188	8565
7793	60	8755
2150	87	5916
11663	195	7420
6860	70	1705
4207	120	5245
8529	234	9073
2584	202	12379
9228	37	3447
606	113	8586
3171	54	11390
5242	217	10765
13885	84	9782
14136	211	5887
11043	116	8774
6135	70	8953
11997	52	9303
4683	12	3950
3359	8	3377
9848	201	10595
6043	120	3277
8433	75	5155
8378	217	5993
2632	177	7281
7961	134	12292
12863	122	2921
3171	20	4800
8838	210	1390
5698	87	10541
10569	36	4037
14395	14	184
6026	167	14363
1901	96	1332
3709	201	10595
7637	46	12070
3932	93	604
9707	171	3579
9688	93	14048
11692	158	119
9654	37	3447
10950	234	1378
12674	141	7095
2468	217	11429
5046	111	9429
712	156	6913
1143	173	1400
5831	115	6828
6441	217	9149
2353	118	6616
5954	42	4003
10801	78	4377
8474	203	12362
11526	37	3447
3435	221	2716
9958	26	137
3561	219	2420
2668	36	3222
6045	73	5679
2564	78	9922
5124	130	9832
12748	73	13367
9395	37	3447
7192	85	9494
6219	39	10203
2219	112	3579
3171	13	12632
2695	138	8523
5422	144	14191
7400	225	12584
14540	234	10829
1288	215	2705
14358	201	12863
2957	164	13047
12107	87	3449
1350	217	12838
11333	85	10255
5958	144	8741
7563	201	10595
2699	83	2282
6286	115	7417
14108	58	11546
12793	87	11461
20	202	2232
13206	185	7065
652	29	2634
1855	174	1380
10584	85	12647
13626	215	13704
12863	85	3998
12665	116	12668
9510	202	10775
4392	102	14046
10170	75	1268
13213	91	9820
10012	234	10424
144	91	9820
10298	26	9031
9718	171	2121
648	87	9598
7908	70	626
6092	165	5661
3916	207	9005
7115	158	792
7406	113	12200
5164	26	13573
1109	110	7161
7822	158	3154
2605	202	3237
5480	166	2820
10403	84	11241
12663	225	7255
5578	93	2972
9982	130	9683
4122	203	12748
13322	71	374
4811	215	7414
13211	217	2189
599	36	11818
14111	26	13798
5543	231	159
8809	225	3303
9616	75	11232
12087	75	12863
1164	216	6872
2815	120	6406
7193	71	11084
11964	83	14308
9265	225	3007
3119	202	7647
8292	186	7230
7380	146	12201
10720	159	10572
12892	112	4922
7053	87	5717
766	67	461
12102	236	6707
1009	26	5410
14073	37	3447
14181	85	5065
5969	115	6757
9299	158	10249
10665	106	1735
7098	87	5717
8429	41	5187
13406	87	2186
9110	33	1014
8729	201	11237
6445	210	12312
922	85	850
309	215	5969
488	203	1293
5352	120	4356
665	75	1037
2293	165	12114
3609	52	9303
1222	85	7650
9591	9	7000
5480	205	13543
6043	120	12961
9310	217	14489
5039	26	5378
3240	38	9891
8491	114	9429
12342	21	583
5391	225	11268
9149	217	6030
6253	116	8787
10287	93	13255
12686	52	9303
13867	150	2507
10595	85	4068
5060	215	12259
3873	115	6828
11934	113	583
13382	93	10106
8306	38	12417
3298	217	2389
1478	15	11588
7915	70	13938
3701	93	1839
8761	50	6248
1077	50	759
2101	166	13264
10794	217	12491
9979	225	11746
9742	112	2121
6092	12	4383
8039	169	1438
9628	73	10096
2121	207	9000
11045	94	11559
9721	226	12650
5927	93	9236
8523	212	5736
11678	87	11461
7023	38	13072
13681	163	13653
5189	108	5189
9355	215	2429
10500	36	5743
5722	219	11509
2471	110	10989
14383	225	4835
10200	225	13992
2932	84	1956
5479	7	2001
1713	211	4941
908	75	10595
11902	202	5341
11473	202	10287
5914	87	5717
9280	234	10876
7723	215	4679
6594	158	2556
7798	26	3527
14424	138	5111
2626	127	2149
56	215	5281
8663	87	9598
12137	88	5444
6096	26	2922
62	38	11010
8707	97	11354
11374	21	5177
8912	73	2821
100	90	4383
11265	110	8152
6963	195	3092
9822	171	2121
746	188	5221
14404	195	11905
695	6	1101
14153	174	9383
4547	225	8307
11263	26	10794
7115	202	10441
13932	75	1034
6867	225	8511
624	48	13216
13891	13	11903
3045	215	4286
10742	23	7884
12030	110	14486
13973	75	11282
10589	217	4857
10016	75	14506
14268	171	3366
12769	158	13338
13660	224	9429
764	157	1957
4433	42	10595
3836	71	3738
4375	217	2774
3329	87	8717
12880	122	12963
1498	116	11970
8050	234	4683
5366	225	2562
12295	229	10506
8817	225	1065
1043	234	8849
10535	48	14176
3120	225	5633
3438	87	10541
782	215	6838
3093	87	9990
7685	202	9823
8953	83	2085
1598	84	10676
9704	202	13500
13067	26	7921
8080	217	1476
11675	71	2070
11751	185	974
796	75	3283
11175	217	650
11166	49	7551
4771	172	2135
8153	85	11521
14364	116	12609
10016	165	2562
5613	183	4110
12977	71	11024
12090	73	5941
2427	171	4922
1916	202	11869
11697	90	12234
3801	21	8283
2910	108	2910
1937	111	2988
6345	113	9832
3852	227	4872
7566	234	1538
10152	46	4799
12956	234	2149
4499	217	11479
6809	182	9429
695	26	4631
2361	187	12132
9787	217	5008
12296	87	7405
6676	138	8523
9739	195	4896
3024	87	5110
10284	201	12863
11473	120	4134
2004	75	244
12184	21	682
1968	85	4350
2006	71	14139
14160	27	1617
8760	38	7381
12401	207	6849
1002	87	12802
3933	144	9575
2427	112	3579
9436	225	10939
7675	21	8726
871	49	9833
9840	186	9477
6078	225	4384
12574	37	3447
3240	38	11813
14345	215	5195
3121	225	2562
9361	225	7822
9971	234	4312
9058	71	13788
4892	236	9465
9151	224	9429
13180	195	8239
4260	110	6975
9999	75	1034
9832	34	12070
3171	20	11758
7942	185	5938
13770	202	11020
3144	194	2123
5496	26	8080
574	215	128
10448	51	8953
1179	34	5260
13386	75	9166
7879	93	1839
955	201	10595
14388	75	8230
9340	236	3876
14011	111	9429
9483	39	2699
1359	93	5570
11412	203	12748
7608	120	6986
1421	217	5783
6023	67	2727
3395	233	9652
8087	52	9303
2365	207	6714
12517	217	8212
5375	225	12944
6899	71	8293
7112	64	13047
1126	12	12234
9006	217	4471
3792	195	4720
10665	106	11219
5472	138	8523
13029	12	3950
8960	225	7822
7881	236	8880
1749	234	4541
226	41	6532
1905	113	12586
11253	156	9663
356	52	9303
8220	138	8523
6055	116	10304
9166	146	12201
5199	215	11056
14074	116	7651
9323	112	3366
2806	91	11968
12090	203	7775
10206	27	5967
7447	15	9448
9116	234	3562
11446	215	536
7331	11	4003
11661	42	10595
13617	215	9999
14229	26	5101
9704	202	4882
9704	202	21
12260	44	1400
8349	202	5259
6281	38	11648
13521	140	9161
4649	21	4941
12863	38	13488
3055	26	9377
11383	217	6867
8460	52	9303
10743	173	7166
1449	236	10275
1558	116	12668
6881	217	12954
13632	72	13445
3303	202	7554
6542	72	2838
2429	41	10327
5972	234	10479
14431	225	13830
12586	221	2374
1447	217	11864
7089	36	10856
12720	75	10595
8557	0	5436
8147	201	5191
5930	225	6594
13358	207	8727
10330	185	2070
4505	227	4872
1015	75	6494
12390	116	12579
1730	115	9601
11146	203	2552
3534	37	3447
5184	215	12568
14493	84	3834
7267	12	11360
1805	91	9820
12850	106	9456
11404	215	11586
9840	186	11939
4356	236	11631
6594	158	7438
11812	144	5657
13798	26	10439
11990	166	6692
2645	217	4437
9468	116	14304
9333	225	3303
110	158	10524
2878	87	9990
10380	202	687
6176	201	11237
7522	236	5617
2123	188	6846
10595	85	12878
5267	75	12863
4735	37	3447
1998	5	13366
7961	225	7029
4625	185	8999
13446	133	7570
1206	173	10282
11237	0	12776
18	217	5184
6568	140	9422
14252	211	2099
10415	203	6715
3240	38	2735
11548	52	9303
12781	120	297
1697	42	4546
12870	120	5245
7029	120	6268
2222	234	8835
6148	52	9303
7308	215	4822
12508	52	9303
12104	236	10598
9581	202	2431
8773	225	12944
14148	87	7564
11976	217	10994
10897	106	12873
1653	66	893
11152	19	4909
7741	233	960
13802	75	159
13973	75	6400
6815	225	3391
4831	84	7501
11930	185	12144
4397	111	13631
11182	236	5885
13949	207	8727
11648	93	6281
1278	36	11272
1330	71	4125
3316	165	47
3413	51	2699
597	221	6010
12052	48	7357
4105	158	5530
5724	46	1212
11	37	3447
2081	118	3709
12049	217	13447
9152	87	5949
13786	188	3700
7098	87	14180
3579	207	9781
6158	87	7405
1673	177	13417
1353	149	5862
8820	26	9116
4720	113	12586
11528	96	10447
9205	171	3366
14149	201	11237
10656	195	1321
10695	225	2715
7345	26	492
11899	84	1746
1003	215	4312
11085	87	9990
3523	38	12486
7180	150	12829
9473	48	12618
9028	50	2856
1869	52	9303
3269	236	4500
11507	225	12584
11164	203	10030
11562	130	11767
8602	185	868
13886	191	11378
3532	26	5848
14472	136	8474
11617	213	12770
12340	72	7521
14022	39	2118
13195	123	10282
1157	110	2550
4293	144	9525
5171	188	7992
12071	215	12365
8124	225	13830
6268	236	9989
9221	225	4686
9884	150	13609
7920	120	9870
9696	202	5557
5256	228	12684
10665	106	13792
4698	215	8042
3366	207	855
7259	30	7391
12973	171	4922
6352	217	9426
1350	234	13633
14335	38	5256
6566	210	6865
9317	116	8787
4781	165	7132
11098	58	7379
3911	234	12411
869	14	11152
2868	87	11073
11390	146	12479
582	93	13707
10631	75	11390
5933	164	13047
14201	217	1329
7447	15	14178
3579	207	13289
4043	230	1097
12484	26	1146
2733	20	10500
7152	93	3756
3810	87	9990
10949	87	8717
2391	48	7372
6702	30	9055
3169	182	9429
8557	14	11579
792	225	2584
2815	202	13034
12999	26	13634
7499	217	3117
8028	202	10244
9567	39	14391
10439	26	1009
14504	158	8070
6064	112	4922
2651	202	4226
714	58	7744
246	215	3035
13604	21	583
4624	87	9598
2874	234	6113
4305	195	3906
451	148	451
7620	31	6686
582	30	13405
3879	33	12863
10330	185	10392
7965	202	1016
13762	71	8069
5395	36	11929
39	166	2557
10527	217	11783
10602	93	9069
9262	42	14395
10282	2	13543
666	22	8762
10611	71	3622
6066	113	6346
9250	206	6582
8375	217	8795
12957	134	7592
6959	228	12684
6095	56	14428
5693	77	5693
7115	158	7704
7370	195	3512
4792	195	12502
9640	8	14406
4922	207	4300
630	120	14196
2594	14	2517
3579	207	3646
9581	202	9230
13714	211	6961
3921	201	10595
12255	219	904
10450	171	2121
4472	71	10868
3360	90	12234
9567	203	626
7756	30	5473
11815	213	1541
12794	225	2640
7213	195	9853
12717	85	9103
11643	165	8488
7337	87	12998
2498	225	6004
9581	158	6767
4310	54	1023
8557	85	11254
10024	225	12945
4381	215	7613
10728	39	10645
263	217	13927
5556	41	8656
13213	41	13337
12961	236	2059
7010	42	12863
2280	85	9725
2439	43	9367
11131	116	9097
2378	113	4693
10090	93	790
3828	217	7769
12857	158	13733
11663	75	14415
5056	115	6234
1209	87	9990
12033	38	1813
7283	63	12651
7267	75	10160
7353	36	14446
8677	12	4383
7332	36	8479
5622	52	12398
2082	116	11970
8028	202	12379
2535	202	14023
11244	71	4101
1765	225	5548
5438	211	3137
357	14	307
5577	166	10254
12781	202	4576
4907	215	797
5846	12	2877
5935	112	3366
8036	116	11970
451	96	12348
10029	101	11456
14328	93	9037
8958	15	11969
9701	75	11765
314	78	583
525	236	7465
14142	95	8512
6873	225	6095
2815	202	6725
2121	207	9641
9483	83	10455
2101	166	11483
6647	158	10735
9230	216	6950
13358	207	1862
4154	186	7300
14236	170	10595
7515	43	1629
10968	26	1459
1112	225	2320
7565	158	14538
11950	225	11344
12497	138	8523
13787	185	4626
3053	93	11862
13519	37	3447
4957	71	9979
959	217	11948
6446	217	4931
7719	215	11537
13845	217	9677
6045	39	1293
7359	75	8557
202	52	12398
11545	211	9070
7903	231	5191
6514	67	2606
14183	93	9236
5701	225	7822
13269	138	8523
2896	75	5239
2916	26	11349
5994	41	9845
3680	158	13784
1030	225	3052
1926	215	11845
10741	40	10177
146	141	11117
596	106	2820
9859	99	3774
1269	207	13652
12066	225	11288
225	225	4374
3303	202	9011
8442	215	2834
5628	217	3355
10542	90	12234
4905	100	13038
1730	91	9820
7730	225	11440
1132	211	10920
14203	217	8714
11552	225	2320
6555	213	8829
5589	46	5896
1102	203	2699
3171	20	13601
1293	203	11164
2699	203	13938
9802	113	9922
12930	87	9598
7809	225	13839
1515	75	11492
14388	115	14126
1938	202	14353
636	70	9570
2557	144	6949
1047	225	1656
11045	220	6815
6039	139	8077
726	28	9429
1016	75	6459
13484	84	5711
12255	219	1678
22	113	3394
13252	165	11473
10225	116	12668
13727	37	3447
3549	217	377
13763	30	1920
6044	171	4922
1816	203	10448
4970	108	4970
13573	113	9212
9996	85	9998
14493	84	5727
6160	215	14038
768	75	8237
11655	194	2641
8808	173	13358
2476	85	6393
4246	158	10297
5056	116	8787
3439	106	10837
1118	217	6547
11649	195	6921
509	42	10595
13930	201	10595
3821	75	5759
7166	207	8808
14023	195	13670
6451	46	4799
7915	70	8953
13969	202	2727
1140	107	12060
10415	203	10448
6275	30	12919
14376	85	12874
12431	26	12633
4513	26	2522
10971	216	9092
12944	158	12487
8706	87	4728
10622	195	11060
10571	26	827
14433	95	8512
7485	71	6867
4922	207	7398
8419	174	8403
3531	176	4603
6585	26	9377
8132	52	9303
12863	14	737
9832	34	11041
80	156	12492
4046	75	11393
5303	39	626
4766	75	5157
8738	223	12295
755	121	8327
10711	52	12398
12850	106	6037
1731	87	3449
6826	179	7973
618	87	5110
5254	112	4922
1614	158	10545
10327	225	1614
3429	37	3447
12052	3	10595
7470	87	6426
10858	52	9303
10707	46	3889
6801	75	5239
953	235	13887
5745	171	3366
13367	217	6620
1159	93	4137
9236	38	4766
5882	49	1531
1726	120	13277
3465	225	7226
12781	120	4665
5338	201	1831
3091	201	11237
5530	215	11837
6971	202	10990
2921	19	2123
11789	156	12492
5320	186	2871
6099	116	8787
5183	225	2815
9123	234	12837
4968	52	9303
3131	215	2370
1928	225	5963
6043	202	5987
2482	71	8645
2953	217	8809
12090	39	2909
7708	217	10431
11510	217	12733
12706	211	13328
8091	217	12763
9482	234	6513
10689	217	5283
2301	114	9429
3240	38	13496
6904	113	12380
11964	73	6135
12893	17	10595
12104	50	12893
11541	198	13466
10049	215	1022
1705	73	5769
206	194	7595
10514	93	10106
10863	120	3640
5543	19	9045
14075	93	12166
2637	201	10595
12049	215	11858
1321	110	8606
13786	188	5132
8795	215	4403
14504	56	11691
1253	106	7578
3917	207	8727
9694	87	3449
105	217	8796
5213	73	5182
786	75	10595
11548	84	7195
13686	37	3447
2913	34	6094
12781	202	2533
3035	37	3447
8286	202	11408
7698	202	7139
13600	217	4931
7341	87	5717
652	106	12251
5720	38	5734
10779	234	5689
5039	26	8649
4021	171	2121
1396	136	8953
6815	225	4246
8478	91	9820
12503	75	1756
9784	70	11838
11164	73	347
9685	219	1455
4566	75	10595
236	217	13956
10920	10	10882
14131	225	6043
3910	75	11232
7326	215	10871
